7000,-2.18584,-1.27935,1.02711
7001,-2.17724,-1.27431,1.02745
7002,-2.16863,-1.26927,1.02781
7003,-2.16003,-1.26423,1.02816
7004,-2.15143,-1.25919,1.02853
7005,-2.14283,-1.25415,1.02889
7006,-2.13422,-1.24911,1.02927
7007,-2.12562,-1.24407,1.02965
7008,-2.11702,-1.23903,1.03003
7009,-2.10842,-1.23399,1.03043
7010,-2.09982,-1.22895,1.03083
7011,-2.09121,-1.22391,1.03123
7012,-2.08261,-1.21887,1.03164
7013,-2.07401,-1.21383,1.03206
7014,-2.06541,-1.20879,1.03248
7015,-2.0568,-1.20375,1.03292
7016,-2.0482,-1.19871,1.03335
7017,-2.0396,-1.19367,1.0338
7018,-2.031,-1.18863,1.03425
7019,-2.02239,-1.18359,1.03471
7020,-2.01379,-1.17855,1.03518
7021,-2.00519,-1.17351,1.03566
7022,-1.99659,-1.16847,1.03614
7023,-1.98799,-1.16343,1.03663
7024,-1.97938,-1.15839,1.03713
7025,-1.97078,-1.15335,1.03764
7026,-1.96218,-1.14831,1.03816
7027,-1.95358,-1.14327,1.03868
7028,-1.94497,-1.13823,1.03921
7029,-1.93637,-1.13319,1.03976
7030,-1.92777,-1.12814,1.04031
7031,-1.91917,-1.1231,1.04087
7032,-1.91057,-1.11806,1.04144
7033,-1.90196,-1.11302,1.04202
7034,-1.89336,-1.10798,1.04261
7035,-1.88476,-1.10294,1.04321
7036,-1.87616,-1.0979,1.04383
7037,-1.86755,-1.09286,1.04445
7038,-1.85895,-1.08782,1.04508
7039,-1.85035,-1.08278,1.04572
7040,-1.84175,-1.07774,1.04638
7041,-1.83315,-1.0727,1.04704
7042,-1.82454,-1.06766,1.04772
7043,-1.81594,-1.06262,1.04841
7044,-1.80734,-1.05758,1.04911
7045,-1.79874,-1.05254,1.04983
7046,-1.79013,-1.0475,1.05055
7047,-1.78153,-1.04246,1.05129
7048,-1.77293,-1.03742,1.05205
7049,-1.76433,-1.03238,1.05281
7050,-1.75572,-1.02734,1.0536
7051,-1.74712,-1.0223,1.05439
7052,-1.73852,-1.01726,1.0552
7053,-1.72992,-1.01222,1.05602
7054,-1.72132,-1.00718,1.05686
7055,-1.71271,-1.00214,1.05772
7056,-1.70411,-0.997099,1.05859
7057,-1.69551,-0.992059,1.05947
7058,-1.68691,-0.987019,1.06037
7059,-1.6783,-0.981979,1.06129
7060,-1.6697,-0.976938,1.06223
7061,-1.6611,-0.971898,1.06318
7062,-1.6525,-0.966858,1.06416
7063,-1.6439,-0.961818,1.06515
7064,-1.63529,-0.956778,1.06615
7065,-1.62669,-0.951737,1.06718
7066,-1.61809,-0.946697,1.06823
7067,-1.60949,-0.941657,1.0693
7068,-1.60088,-0.936617,1.07039
7069,-1.59228,-0.931577,1.07149
7070,-1.58368,-0.926536,1.07262
7071,-1.57508,-0.921496,1.07378
7072,-1.56647,-0.916456,1.07495
7073,-1.55787,-0.911416,1.07615
7074,-1.54927,-0.906375,1.07737
7075,-1.54067,-0.901335,1.07862
7076,-1.53207,-0.896295,1.07989
7077,-1.52346,-0.891255,1.08118
7078,-1.51486,-0.886215,1.0825
7079,-1.50626,-0.881174,1.08385
7080,-1.49766,-0.876134,1.08522
7081,-1.48905,-0.871094,1.08662
7082,-1.48045,-0.866054,1.08805
7083,-1.47185,-0.861014,1.08951
7084,-1.46325,-0.855973,1.091
7085,-1.45465,-0.850933,1.09252
7086,-1.44604,-0.845893,1.09407
7087,-1.43744,-0.840853,1.09566
7088,-1.42884,-0.835813,1.09727
7089,-1.42024,-0.830772,1.09892
7090,-1.41163,-0.825732,1.1006
7091,-1.40303,-0.820692,1.10232
7092,-1.39443,-0.815652,1.10408
7093,-1.38583,-0.810611,1.10587
7094,-1.37723,-0.805571,1.1077
7095,-1.36862,-0.800531,1.10957
7096,-1.36002,-0.795491,1.11148
7097,-1.35142,-0.790451,1.11343
7098,-1.34282,-0.78541,1.11542
7099,-1.33421,-0.78037,1.11746
7100,-1.32561,-0.77533,1.11953
7101,-1.31701,-0.77029,1.12166
7102,-1.30841,-0.76525,1.12383
7103,-1.2998,-0.760209,1.12605
7104,-1.2912,-0.755169,1.12832
7105,-1.2826,-0.750129,1.13064
7106,-1.274,-0.745089,1.13301
7107,-1.2654,-0.740048,1.13543
7108,-1.25679,-0.735008,1.13791
7109,-1.24819,-0.729968,1.14044
7110,-1.23959,-0.724928,1.14303
7111,-1.23099,-0.719888,1.14568
7112,-1.22238,-0.714847,1.14839
7113,-1.21378,-0.709807,1.15116
7114,-1.20518,-0.704767,1.15399
7115,-1.19658,-0.699727,1.15689
7116,-1.18798,-0.694687,1.15986
7117,-1.17937,-0.689646,1.16289
7118,-1.17077,-0.684606,1.166
7119,-1.16217,-0.679566,1.16917
7120,-1.15357,-0.674526,1.17242
7121,-1.14496,-0.669485,1.17575
7122,-1.13636,-0.664445,1.17915
7123,-1.12776,-0.659405,1.18264
7124,-1.11916,-0.654365,1.1862
7125,-1.11055,-0.649325,1.18985
7126,-1.10195,-0.644284,1.19358
