7000,-1.03748,-1.11124,1.1252
7000.6,-1.0339,-1.10644,1.12662
7001.2,-1.03032,-1.10164,1.12807
7001.8,-1.02675,-1.09685,1.12953
7002.4,-1.02317,-1.09205,1.13101
7003,-1.0196,-1.08726,1.13252
7003.6,-1.01602,-1.08246,1.13405
7004.2,-1.01244,-1.07767,1.13559
7004.8,-1.00887,-1.07287,1.13716
7005.4,-1.00529,-1.06808,1.13875
7006,-1.00171,-1.06328,1.14037
7006.6,-0.998138,-1.05849,1.14201
7007.2,-0.994562,-1.05369,1.14367
7007.8,-0.990986,-1.0489,1.14535
7008.4,-0.98741,-1.0441,1.14706
7009,-0.983833,-1.03931,1.1488
7009.6,-0.980257,-1.03451,1.15055
7010.2,-0.976681,-1.02971,1.15234
7010.8,-0.973104,-1.02492,1.15415
7011.4,-0.969528,-1.02012,1.15598
7012,-0.965952,-1.01533,1.15785
7012.6,-0.962376,-1.01053,1.15974
7013.2,-0.958799,-1.00574,1.16165
7013.8,-0.955223,-1.00094,1.1636
7014.4,-0.951647,-0.996147,1.16557
7015,-0.948071,-0.991352,1.16758
7015.6,-0.944494,-0.986557,1.16961
7016.2,-0.940918,-0.981761,1.17167
7016.8,-0.937342,-0.976966,1.17377
7017.4,-0.933765,-0.972171,1.17589
7018,-0.930189,-0.967375,1.17805
7018.6,-0.926613,-0.96258,1.18024
7019.2,-0.923037,-0.957785,1.18246
7019.8,-0.91946,-0.952989,1.18472
7020.4,-0.915884,-0.948194,1.187
7021,-0.912308,-0.943399,1.18933
7021.6,-0.908731,-0.938603,1.19169
7022.2,-0.905155,-0.933808,1.19408
7022.8,-0.901579,-0.929013,1.19651
7023.4,-0.898003,-0.924217,1.19898
7024,-0.894426,-0.919422,1.20148
7024.6,-0.89085,-0.914627,1.20403
7025.2,-0.887274,-0.909831,1.20661
7025.8,-0.883698,-0.905036,1.20923
7026.4,-0.880121,-0.900241,1.21189
7027,-0.876545,-0.895445,1.21459
7027.6,-0.872969,-0.89065,1.21734
7028.2,-0.869392,-0.885855,1.22012
7028.8,-0.865816,-0.881059,1.22295
7029.4,-0.86224,-0.876264,1.22583
7030,-0.858664,-0.871469,1.22874
7030.6,-0.855087,-0.866673,1.23171
7031.2,-0.851511,-0.861878,1.23472
7031.8,-0.847935,-0.857083,1.23777
7032.4,-0.844359,-0.852287,1.24088
7033,-0.840782,-0.847492,1.24403
7033.6,-0.837206,-0.842697,1.24723
7034.2,-0.83363,-0.837901,1.25048
7034.8,-0.830053,-0.833106,1.25378
7035.4,-0.826477,-0.828311,1.25713
7036,-0.822901,-0.823515,1.26054
7036.6,-0.819325,-0.81872,1.264
7037.2,-0.815748,-0.813925,1.26751
7037.8,-0.812172,-0.809129,1.27108
7038.4,-0.808596,-0.804334,1.2747
7039,-0.80502,-0.799539,1.27838
7039.6,-0.801443,-0.794743,1.28212
7040.2,-0.797867,-0.789948,1.28592
7040.8,-0.794291,-0.785153,1.28977
7041.4,-0.790714,-0.780357,1.29369
7042,-0.787138,-0.775562,1.29766
7042.6,-0.783562,-0.770767,1.3017
7043.2,-0.779986,-0.765971,1.3058
